#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
33415	4383890	14254602	G128_gp01ab_nsp5	nsp5ab	ORF1ab|nsp5|rep|1AB|MERS-CoV nsp5|orf1ab-nsp5|orf1ab-nsp5ab|nsp5ab|3C-like proteinase|R1AB_CVEMC|PRO_0000422443	1335626	Middle-East Respiratory Syndrome-related Coronavirus	inhibitor/mers-cov inhibitor	target	Li J (2022)	35809383	243373	9959	PF-00835231	1H-Indole-2-carboxamide, N-[(1S)-1-[[[(1S)-3-hydroxy-2-oxo-1-[[(3S)-2-oxo-3-pyrrolidinyl]methyl]propyl]amino]carbonyl]-3-methylbutyl]-4-methoxy-|N-[(2S)-1-({(2S)-4-Hydroxy-3-oxo-1-[(3S)-2-oxo-3-pyrrolidinyl]-2-butanyl}amino)-4-methyl-1-oxo-2-pentanyl]-4-methoxy-1H-indole-2-carboxamide	-	CHEMSPIDER	9736673	C24H32N4O6	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project MERS-CoV direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	QDIMHKWNHMVDJB-WBAXXEDZSA-N
33416	4383890	14254602	G128_gp01ab_nsp5	nsp5ab	ORF1ab|nsp5|rep|1AB|MERS-CoV nsp5|orf1ab-nsp5|orf1ab-nsp5ab|nsp5ab|3C-like proteinase|R1AB_CVEMC|PRO_0000422443	1335626	Middle-East Respiratory Syndrome-related Coronavirus	inhibitor/mers-cov inhibitor	target	Li J (2022)	35809383	243373	9944	GC-376	BCP32603|GC-376; GC 376|GC376|(2S)-1-hydroxy-2-[[(2S)-4-methyl-2-(phenylmethoxycarbonylamino)pentanoyl]amino]-3-(2-oxopyrrolidin-3-yl)propane-1-sulfonate	-	PUBCHEM	146681255	C21H30N3O8S-	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project MERS-CoV direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	-
33420	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Zhong B (2022)	35600064	244624	8359	Oridonin	Oridonin|(1alpha,5beta,6beta,7alpha,8alpha,9beta,10alpha,13alpha,14R)-1,6,7,14-Tetrahydroxy-7,20-epoxykaur-16-en-15-one	-	CHEMSPIDER	23326877	C20H28O6	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor; antiviral activity against SARS-CoV-2 in Vro e6cells	SDHTXBWLVGWJFT-BAFGBBEMSA-N
33421	4383860	43740578	GU280_gp01_nsp12	nsp12	ORF1ab|ORF1ab-nsp12|SARS-CoV2 nsp12|SARS-CoV-2 nsp12|RNA-directed RNA polymerase|R1AB_SARS2|PRO_0000449629	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Wang Z (2023)	37379907	240920	10242	Aclarubicin	1-naphthacenecarboxylic acid, 2-ethyl-1,2,3,4,6,11-hexahydro-2,5,7-trihydroxy-6,11-dioxo-4-[[2,3,6-trideoxy-4-O-[2,6-dideoxy-4-O-(tetrahydro-6-methyl-5-oxo-2H-pyran-2-yl)hexopyranosyl]-3-(dimethylamino)hexopyranosyl]oxy]-, methyl ester	-	CHEMSPIDER	1931	C42H53NO15	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: RdRp inhibitor; antiviral activity against SARS-CoV-2 in Calu-3 cells	USZYSDMBJDPRIF-UHFFFAOYSA-N
33422	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Dhaka P (2023)	37956938	240924	7943	Netoglitazone	MCC 555|PGX-510|RWJ-241947	-	DRUGBANK	DB09199	C21H16FNO3S	small molecule	-	161600-01-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding; antiviral activity against SARS-CoV-2 in Vero E6 cells	PKWDZWYVIHVNKS-UHFFFAOYSA-N
33423	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Dhaka P (2023)	37956938	240924	10277	Bictegravir	(1S,11R,13R)-5-Hydroxy-3,6-dioxo-N-(2,4,6-trifluorobenzyl)-12-oxa-2,9-diazatetracyclo[11.2.1.0~2,11~.0~4,9~]hexadeca-4,7-diene-7-carboxamide|2,5-Methanopyrido[1',2':4,5]pyrazino[2,1-b][1,3]oxazepine-10-carboxamide, 2,3,4,5,7,9,13,13a-octahydro-8-hydroxy-7,9-dioxo-N-[(2,4,6-trifluorophenyl)methyl]-, (2R,5S,13aR)-|bictegravir|8GB79LOJ07|UNII:8GB79LOJ07|GS-9883-01|GS-9883|(2R,5S,13aR)-8-hydroxy-7,9-dioxo-N-[(2,4,6-trifluorophenyl)methyl]-2,3,4,5,7,9,13,13a-octahydro-2,5-methanopyrido[1',2':4,5]pyrazino[2,1-b][1,3]oxazepine-10-carboxamide	-	CHEMSPIDER	44208822	C21H18F3N3O5	small molecule	-	1611493-60-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding; antiviral activity against SARS-CoV-2 in Vero E6 cells	SOLUWJRYJLAZCX-LYOVBCGYSA-N
33424	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Dhaka P (2023)	37956938	240924	10167	ANA-12	N2-(2-{[(2-oxoazepan-3-yl)amino]carbonyl}phenyl)benzo[b]thiophene-2-carboxamide|Benzo[b]thiophene-2-carboxamide, N-[2-[[(hexahydro-2-oxo-1H-azepin-3-yl)amino]carbonyl]phenyl]-|N-{2-[(2-Oxo-3-azepanyl)carbamoyl]phenyl}-1-benzothiophene-2-carboxamide|ANA-12|N-[2-[[(Hexahydro-2-oxo-1H-azepin-3-yl)amino]carbonyl]phenyl]benzo[b]thiophene-2-carboxamide|N-[2-[[(Hexahydro-2-oxo-1H-azepin-3-yl)amino]carbonyl]phenyl]-benzo[b]thiophene-2-carboxamide|MFCD00117444|ANA 12|N-{2-[(2-OXO-3-AZEPANYL)CARBAMOYL]PHENYL}-1-BENZOTHIOPHENE-2-CARB OXAMIDE|BCP16021|N-[2-[[(HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO]CARBONYL]PHENYL]BENZO[B]THIOPHENE-2-CARBOXAMIDE|HY-12497|N-[2-[[(HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO]CARBONYL]PHENYL]-BENZO[B]THIOPHENE-2-CARBOXAMIDE|BENZO(B)THIOPHENE-2-CARBOXAMIDE, N-(2-(((HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO)CARBONYL)PHENYL)-|S7745|CCG-222404|UNII-54S4JPT8JX|NCGC00379202-06|MAYBRIDGE1_001394|HMS3886N17|N-(2-((2-OXOAZEPAN-3-YL)CARBAMOYL)PHENYL)BENZO[B]THIOPHENE-2-CARBOXAMIDE|219766-25-3|A878840|OPREA1_341312|EX-A815|HMS545H08|54S4JPT8JX|FT-0700267|CS-3616|J-690263|N-{2-[(2-OXOAZEPAN-3-YL)CARBAMOYL]PHENYL}-1-BENZOTHIOPHENE-2-CARBOXAMIDE|DTXSID501045818|ANA-12, >=98% (HPLC)|N-(2-(2-OXOAZEPAN-3-YLCARBAMOYL)PHENYL)BENZO[B]THIOPHENE-2-CARBOXAMIDE|N-[2-[(2-OXOAZEPAN-3-YL)CARBAMOYL]PHENYL]-1-BENZOTHIOPHENE-2-CARBOXAMIDE|AS-16798|ANA-12|AC-32995|N-(2-(((HEXAHYDRO-2-OXO-1H-AZEPIN-3-YL)AMINO)CARBONYL)PHENYL)BENZO(B)THIOPHENE-2-CARBOXAMIDE|MFCD00117444|AKOS024458344|ANA12|NCGC00379202-10	-	CHEMSPIDER	2078460	C22H21N3O3S	small molecule	-	219766-25-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding; antiviral activity against SARS-CoV-2 in Vero E6 cells	TUSCYCAIGRVBMD-UHFFFAOYSA-N
33425	4383847	43740575	GU280_gp10	N	nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|Nucleoprotein|NCAP_SARS2|PRO_0000449656	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Dhaka P (2023)	37956938	240924	10233	Bisdemethoxycurcumin	Bisdemethoxycurcumin|curcumin III|Bis(p-hydroxycinnamoyl)methane|1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxyphenyl)-, (1E,6E)-|1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxyphenyl)-, (E,E)-|(1E,6E)-1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione|Didemethoxycurcumin|(1E,6E)-1,7-Bis(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione|Bisdesmethoxycurcumin|MFCD03419284|2EFO1BP34R|(E,E)-1,7-Bis(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione	-	CHEMSPIDER	4474770	C19H16O4	small molecule	-	33171-05-0	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: N binding; antiviral activity against SARS-CoV-2 in Vero E6 cells	PREBVFJICNPEKM-YDWXAUTNSA-N
33434	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Teshima K (2023)	36987590	244749	10262	curcumin	diferuloylmethane|(1E,6E)-1,7-Bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione|1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-|(E,E)-1,7-bis(4-Hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione|(1E,6E)-1,7-Bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione|C Yellow 15|trans,trans-Curcumin|Diferulylmethane|Curcumin|CURCUMINE	-	CHEMSPIDER	839564	C21H20O6	small molecule	-	8024-37-1	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (computational); antiviral activity against SARS-CoV-2 in Vero E6 cells	VFLDPWHFBUODDF-FCXRPNKRSA-N
33435	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Teshima K (2023)	36987590	244749	10237	demethoxycurcumin	demethoxycurcumin|curcumin II|monodemethoxycurcumin|(1E,6E)-1-(4-Hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione|Desmethoxycurcumin|(E,E)-1-(4-Hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione|(1E,6E)-Demethoxycurcumin|MFCD03427310|(1E,6E)-1-(4-Hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione|1,6-Heptadiene-3,5-dione, 1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-, (1E,6E)-|1,6-Heptadiene-3,5-dione, 1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-	-	CHEMSPIDER	4579941	C20H18O5	small molecule	-	22608-11-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (computational); antiviral activity against SARS-CoV-2 in Vero E6 cells	HJTVQHVGMGKONQ-LUZURFALSA-N
33436	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Teshima K (2023)	36987590	244749	10233	Bisdemethoxycurcumin	Bisdemethoxycurcumin|curcumin III|Bis(p-hydroxycinnamoyl)methane|1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxyphenyl)-, (1E,6E)-|1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxyphenyl)-, (E,E)-|(1E,6E)-1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione|Didemethoxycurcumin|(1E,6E)-1,7-Bis(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione|Bisdesmethoxycurcumin|MFCD03419284|2EFO1BP34R|(E,E)-1,7-Bis(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione	-	CHEMSPIDER	4474770	C19H16O4	small molecule	-	33171-05-0	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (computational); antiviral activity against SARS-CoV-2 in Vero E6 cells	PREBVFJICNPEKM-YDWXAUTNSA-N
33437	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Teshima K (2023)	36987590	244749	10238	curcumin sulfate	1,6-Heptadiene-3,5-dione, 1-(4-hydroxy-3-methoxyphenyl)-7-[3-methoxy-4-(sulfooxy)phenyl]-, (1E,6E)-|4-[(1E,6E)-7-(4-Hydroxy-3-methoxyphenyl)-3,5-dioxo-1,6-heptadien-1-yl]-2-methoxyphenyl hydrogen sulfate|CURCUMIN SULFATE	-	CHEMSPIDER	34988878	C21H20O9S	small molecule	-	339286-19-0	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (computational); antiviral activity against SARS-CoV-2 in Vero E6 cells	NEJVQQBBTRFOHB-FCXRPNKRSA-N
33438	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Passariello M (2022)	35628365	244860	10328	SOTROVIMAB	-	-	PUBCHEM	472422617	-	monoclonal antibody	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (experimental)	-
33439	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Passariello M (2022)	35628365	244860	10171	mulberrofuran G	albanol A|Mulberrofuran G|3aH-Benzo[c][1]benzopyrano[4,3,2-ij][2]benzopyran-4,11-diol, 8a-(2,4-dihydroxyphenyl)-1,8a,13b,13c-tetrahydro-6-(6-hydroxy-2-benzofuranyl)-2-methyl-, (3aR,8aS,13bR,13cS)-|(3aR,8aS,13bR,13cS)-8a-(2,4-Dihydroxyphenyl)-6-(6-hydroxy-1-benzofuran-2-yl)-2-methyl-1,8a,13b,13c-tetrahydro-3aH-benzo[3,4]isochromeno[1,8-bc]chromene-4,11-diol	-	CHEMSPIDER	8135141	C34H26O8	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, S and ACE2 binding (experimental); antiviral activity against SARS-CoV-2 betaCoV/Korea/KCDC03/2020	MJJWBJFYYRAYKU-OPKNDJPNSA-N
33440	4383943	1489680	SARS-CoV-1ab-nsp5ab	nsp5ab	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|3C-like proteinase|3CL-PRO|3CLp|R1AB_CVHSA|PRO_0000037312	694009	Severe acute respiratory syndrome-related coronavirus	inhibitor	target	Turlington M (2013)	24080461	243989	10251	ML300	N-{4-[(1H-Benzotriazol-1-ylacetyl)(3-thienylmethyl)amino]phenyl}cyclopropanecarboxamide|1H-1,2,3-Benzotriazole-1-acetamide, N-[4-[(cyclopropylcarbonyl)amino]phenyl]-N-(3-thienylmethyl)-	-	CHEMSPIDER	30840805	C23H21N5O2S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction : Viral Mpro/3CLpro protease inhibitor	OCKMJWOFMCSMEX-UHFFFAOYSA-N
33441	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Han SH (2022)	34347470	246239	10251	ML300	N-{4-[(1H-Benzotriazol-1-ylacetyl)(3-thienylmethyl)amino]phenyl}cyclopropanecarboxamide|1H-1,2,3-Benzotriazole-1-acetamide, N-[4-[(cyclopropylcarbonyl)amino]phenyl]-N-(3-thienylmethyl)-	-	CHEMSPIDER	30840805	C23H21N5O2S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Viral Mpro/3CLpro protease inhibitor; antiviral activity against SARS-CoV-2 in Vero E6 cells	OCKMJWOFMCSMEX-UHFFFAOYSA-N
33442	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Han SH (2022)	34347470	246239	10350	CCF0058981	2-(benzotriazol-1-yl)-N-[(3-chlorophenyl)methyl]-N-[4-(1H-imidazol-5-yl)phenyl]acetamide|2708934-53-4|CS-0200377|N-[4-(1H-IMIDAZOL-4-YL)PHENYL]-2-(1H-BENZO[D][1,2,3]TRIAZOL-1-YL)-N-(3-CHLOROBENZYL)ACETAMIDE|AKOS040758899|CCF0058981|N-(4-(1H-IMIDAZOL-5-YL)PHENYL)-2-(1H-BENZO[D][1,2,3]TRIAZOL-1-YL)-N-(3-CHLOROBENZYL)ACETAMIDE|HY-132306|GTPL11658|CCF981|MS-27971|ML300-BASED SC INHIBITOR 41|COMPOUND 41 [PMID: 34347470]|EX-A5913	-	PUBCHEM	156027237	C24H19ClN6O	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Viral Mpro/3CLpro protease inhibitor; antiviral activity against SARS-CoV-2 in Vero E6 cells	NQTRFDLUODRJKC-UHFFFAOYSA-N
33444	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Boby ML (2023)	37943932	245995	10316	MAT-POS-e194df51-1	KG9|MAT-POS-E194DF51-1|(4S)-6-CHLORO-2-[(1-CYANOCYCLOPROPYL)METHANESULFONYL]-N-(ISOQUINOLIN-4-YL)-1,2,3,4-TETRAHYDROISOQUINOLINE-4-CARBOXAMIDE	-	PUBCHEM	156906151	C24H21ClN4O3S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Viral Mpro/3CLpro protease inhibitor; antiviral activity against SARS-CoV-2 in A549-ACE2-TMPRSS2 cells and HeLa-ACE2 cells; COVID Moonshot	YAYDSAMHSQCKIM-OAQYLSRUSA-N
33446	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Ohashi H (2021)	33817567	245721	10211	Cepharanthine	Cepharanthine|Cepharanthin|Cepharantin|(+)-cepharanthine|O-Methylcepharanoline|6',12'-Dimethoxy-2,2'-dimethyl-6,7-(methylenebis(oxy))oxyacanthan|6',12'-Dimethoxy-2,2'-dimethyl-6,7-[methylenebis(oxy)]oxyacanthan|CEP|(14S,27R)-22,33-Dimethoxy-13,28-dimethyl-2,5,7,20-tetraoxa-13,28-diazaoctacyclo[25.6.2.2~16,19~.1~3,10~.1~21,25~.0~4,8~.0~14,39~.0~31,35~]nonatriaconta-1(33),3,8,10(39),16,18,21(36),22,24,31,34,37-dodecaene|MFCD00210482|7592YJ0J6T|[14aS-(14aR*,26aS*)]-2,3,13,14,14a,15,26,26a-octahydro-22,30-dimethoxy-1,14-dimethyl- H-4,6:16,19-Dietheno-21,25-metheno-12H-[1,3]dioxolo[4,5-g]pyrido[2',3':17,18][1,10]dioxacycloeicosino[2,3,4-ij]isoquinoline|FK0527000	-	CHEMSPIDER	9791	C37H38N2O6	small molecule	-	481-49-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (computational); antiviral activity against SARS-CoV-2 in VeroE6/TMPRSS2 cells and Calu-3 cells	YVPXVXANRNDGTA-WDYNHAJCSA-N
33447	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Ohashi H (2021)	33817567	245721	213	Nelfinavir	Viracept	viracept|viracept -50mg|virace	DRUGBANK	DB00220	C32H45N3O4S	small molecule	J05AE04	159989-64-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Viral Mpro/3CLpro protease inhibitor, Viral Mpro/3CLpro binding (computational); antiviral activity against SARS-CoV-2 in VeroE6/TMPRSS2 cells and Calu-3 cells	QAGYKUNXZHXKMR-HKWSIXNMSA-N
33448	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Geng ZZ (2023)	37561993	246240	10329	benzyl 3-[[(2S)-1-oxo-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]carbamoyl]-2-azaspiro[4.4]nonane-2-carboxylate	MPI60|HY-155813|CS-0887714	-	PUBCHEM	168510422	C24H31N3O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Viral Mpro/3CLpro protease inhibitor	OYFTZDRWXGWCFB-NFBCFJMWSA-N
33460	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Sanders BC (2023)	36977673	241489	10336	PLpro inhibitor 7	METHYL (R,E)-4-(2-(3-(2-((1-(NAPHTHALEN-1-YL)ETHYL)CARBAMOYL)PHENYL)PROPANOYL)HYDRAZINEYL)-4-OXOBUT-2-ENOATE|METHYL (E)-4-[2-[3-[2-[[(1R)-1-NAPHTHALEN-1-YLETHYL]CARBAMOYL]PHENYL]PROPANOYL]HYDRAZINYL]-4-OXOBUT-2-ENOATE|PLPRO INHIBITOR 7|PLPRO-IN-7|GTPL12596|PLPRO INHIBITOR 7 [PMID: 36977673]|GLXC-25760	-	PUBCHEM	164946795	C27H27N3O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral PLpro papain-like protease	QEHLIVYTSIQCOG-IECKCJDVSA-N
33461	4383860	43740578	GU280_gp01_nsp12	nsp12	ORF1ab|ORF1ab-nsp12|SARS-CoV2 nsp12|SARS-CoV-2 nsp12|RNA-directed RNA polymerase|R1AB_SARS2|PRO_0000449629	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Otava T (2021)	34152728	246035	10279	TO507	(2S)-2-Amino-4-[({(2S,3S,4R,5R)-5-[4-amino-5-(3-quinolinylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl]-3,4-dihydroxytetrahydro-2-furanyl}methyl)sulfanyl]butanoic acid (non-preferred name)	-	CHEMSPIDER	123962500	C26H26N6O5S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral nsp14 methyltransferase Inhibitor	SPMFBZXXQBXKFX-LUOSIZPJSA-N
